case_num,description,model_A,model_B,model_C,model_D,model_E,model_F,model_G,model_H,task_type
24,Test case 24,0.92422099624265,0.7876873489196197,0.7458750575832868,0.5717689909823108,0.7038954338977144,0.5579107221177965,0.5341032265491815,0.5224428176235413,math
25,Test case 25,0.9062092262082617,0.7241216994213134,0.7501173759122083,0.6734772006650883,0.7767640413341609,0.6565944435307273,0.7333997379763889,0.585929142433651,qa
26,Test case 26,0.8890172192880085,0.9026807232094854,0.7375261334768728,0.6559538998033525,0.6254085168401731,0.6093627560043409,0.456671310959342,0.34800312812323114,qa
27,Test case 27,0.8782000542554511,0.555768605526499,0.9139166969844329,0.6738964831811584,0.5546901659925586,0.5226541885513115,0.4637916750225038,0.46605621182974194,qa
28,Test case 28,0.8876388561889199,0.7397512258192752,0.6988259754205832,0.5985971397603754,0.6574416665563277,0.5509541336339037,0.563109014175294,0.5063816559386505,math
29,Test case 29,0.877194059094054,0.874688516489139,0.7327635258523785,0.5298424492506857,0.663174474564888,0.5323794223072442,0.4512612279691776,0.49422816383303103,code
30,Test case 30,0.8448081641223939,0.7634477120182794,0.8820578511403852,0.4691276758999383,0.6295429546135335,0.4728203407531413,0.5740393053146754,0.36347007248651486,math
31,Test case 31,1.0,0.7107732469721136,0.750415369075572,0.6654534131449445,0.6393000838621667,0.4754894206255521,0.43528858646495305,0.21080181104438597,qa
32,Test case 32,0.7187339439200722,0.8369328183010192,0.8494201717188379,0.6354713179881347,0.6040470863816344,0.6670741034290553,0.6903548179005873,0.4846960296884481,qa
33,Test case 33,0.9521458104015377,0.883491466396858,0.6445862800239898,0.6109776620910459,0.721024064251212,0.3814692214930003,0.5416203544020866,0.4347500321690081,qa
34,Test case 34,0.9322342298687551,0.8139206873786486,0.7151850335514343,0.8108262748545947,0.6950513159450842,0.7260215840302198,0.44514056223518594,0.393332940703856,qa
35,Test case 35,0.9198399121329401,0.7127351068758545,0.8841576895583085,0.5926276098918974,0.5231182567141566,0.529986291725491,0.4482736871959297,0.5263945363715467,qa
36,Test case 36,0.9616979427640129,0.8384774747723172,0.6680803141379311,0.8202548367853089,0.520369511112712,0.48703485364649823,0.4557628818720536,0.4455080461845567,qa
37,Test case 37,0.8407400604731606,0.7526522128296638,0.7205843817373149,0.8409558029983544,0.5959911297259153,0.6382616433554412,0.6444178237677445,0.3180804947232201,qa
38,Test case 38,0.6631025924173123,0.8673758310465256,0.7613828088034336,0.48348138189249046,0.6951122838390894,0.712807372700426,0.3802677563827288,0.25685477109037785,math
39,Test case 39,0.8427707340285514,0.9411830313428019,0.636798833914987,0.6878095744713256,0.6362343128176529,0.67604895844611,0.44034869009690664,0.33710367348668346,code
40,Test case 40,0.7508805782375445,0.5322994672882895,0.694333273852096,0.6386017794878295,0.557113530416306,0.6144709192217034,0.4509768014503145,0.6893012294766787,math
41,Test case 41,0.7768140790141936,0.8039638901767061,0.7469779538968497,0.38739103409970205,0.6475804311011545,0.6729720632578979,0.5055740604671634,0.5222776773932774,math
42,Test case 42,0.7257580326167588,0.61928374916238,0.7403824591304817,0.5341073032645871,0.5883475194763442,0.39263595657132766,0.4800318878781777,0.4688612341975012,code
43,Test case 43,0.8022655141556165,1.0,0.8637494877979992,0.7560650392822761,0.7094772174509846,0.5121026601368994,0.35802007400381086,0.4318339072814195,code
44,Test case 44,0.7903376306016551,0.7460446894775238,0.889860005197511,0.8804913538425551,0.6547344149352762,0.4731687082832298,0.46716058878331035,0.42526070600525645,qa
45,Test case 45,0.6122430170072897,0.86749446703968,0.6501057985141945,0.7688392428413534,0.5899007526833571,0.6867495874072318,0.49718778882436027,0.5667195983359095,code
46,Test case 46,0.9200221911282289,0.7893254568976532,0.7468411376310345,0.7109346758227264,0.6445804486332176,0.5259379123933257,0.4443330736348788,0.40094042580965683,qa
47,Test case 47,1.0,0.7125486847852369,0.8031391165567622,0.6764381904083199,0.7529333773809916,0.6488263699639198,0.5758204060476236,0.5076920410684292,code
48,Test case 48,0.9106237193496288,0.7006518381394001,0.8873490322942054,0.84683772003624,0.5644655637739336,0.6178714085345781,0.5990837000182219,0.41515720497084063,code
49,Test case 49,0.8297076043465772,0.9514250601672187,0.8075633154459986,0.8933953487671926,0.6616942695932876,0.4780550206693462,0.4993041871699178,0.6440156631835063,code
50,Test case 50,0.8445253604323785,0.8884509488749739,0.7648056258735189,0.61988716061901,0.6143825373819719,0.5055898932880858,0.5301970158279301,0.5242288507578303,math
51,Test case 51,0.8079014131986824,0.9872155515948992,0.8023685389125488,0.4785727725403995,0.6641269398147814,0.6936674833671869,0.29103725740793,0.5745556814683626,math
52,Test case 52,0.8590041583866959,0.7984024763729127,0.8030911691479117,0.46875268224430844,0.5559720772689984,0.4867374494172729,0.4650325799266739,0.39155902253117614,code
53,Test case 53,0.8462991905926767,0.8216491049817428,0.6429428564858488,0.8107595277874088,0.632462114744509,0.5767724753052622,0.6076250263186485,0.5558136112567422,qa
54,Test case 54,0.7658951569601705,0.766137986291614,0.7549941649649126,0.67386557449399,0.7322108996702515,0.48603158565306975,0.46479919882492937,0.41874225746053095,qa
55,Test case 55,1.0,0.7641489225456419,0.8816303851331548,0.6968956196173004,0.5277278733039608,0.5328904955941283,0.433416689503661,0.4610034823932849,math
56,Test case 56,0.7012845764290229,0.688668449609406,0.7149786088448852,0.4995063292757573,0.48848806109606324,0.559669519888717,0.7349117497459502,0.6135047670619458,math
57,Test case 57,0.9218331543194246,0.801258161949578,0.74865894996903,0.603252537292582,0.49228301497987503,0.48599906325596515,0.6890505761624377,0.3457224943243581,code
58,Test case 58,0.8398802372682468,0.7139324833685231,0.7114626407616834,0.6490233471813504,0.5043623184085525,0.4682410188873261,0.5539003483910728,0.47032477313054005,qa
