experiment_name,dataset,run_date,score_A,score_B,score_C,score_D
exp_23,benchmark_2,2024-01-01,1.0,0.8272816366425136,0.5668193034048921,0.550431901556456
exp_24,benchmark_3,2024-01-01,1.0,0.6191053920283727,0.7627266856439047,0.5385821486432223
exp_25,benchmark_2,2024-01-01,0.8120983731049549,0.7314992423822896,0.6512856634870795,0.48896168193539646
exp_26,benchmark_3,2024-01-01,0.8814451465407147,0.9613970895556343,0.8182271951895191,0.5048668043162753
exp_27,benchmark_3,2024-01-01,0.9016620981362414,0.8788617158581892,0.673774148740475,0.35956835833038303
exp_28,benchmark_3,2024-01-01,0.9883983160469668,0.6129163448431942,0.39207825154135223,0.4416279354310574
exp_29,benchmark_2,2024-01-01,1.0,0.7611076143467396,0.7389374939791887,0.5050471053683462
exp_30,benchmark_1,2024-01-01,0.7314507607131423,0.8029765099327706,0.48237817108633785,0.4264146424087639
exp_31,benchmark_3,2024-01-01,0.8681819282473318,0.6904508203640447,0.6563867000544672,0.5860150795872546
exp_32,benchmark_3,2024-01-01,0.8733983304439653,0.5357462645257818,0.5558649275669488,0.43413679190449694
exp_33,benchmark_3,2024-01-01,0.7599330145113452,0.7765490711683098,0.847604436779752,0.5216305411248316
exp_34,benchmark_1,2024-01-01,0.8514889980695939,0.6878908409046228,0.7772931260763468,0.5116565656815336
exp_35,benchmark_1,2024-01-01,0.9427768944350612,0.6882824927581983,0.5591512691631575,0.5746277593610409
exp_36,benchmark_2,2024-01-01,0.8721321097160443,0.7311986306735909,0.6205975665212221,0.5900791174028301
exp_37,benchmark_3,2024-01-01,0.7455378831392586,0.7532990752011856,0.6577931402982551,0.569403261096794
exp_38,benchmark_3,2024-01-01,1.0,0.7657583872570981,0.7196747404894943,0.2893993798616866
exp_39,benchmark_3,2024-01-01,0.926617786520418,0.6782676767744665,0.6362485245658346,0.6194148148013127
exp_40,benchmark_2,2024-01-01,0.9111694130106676,0.7446457137032589,0.5308438433952466,0.6527308224194598
exp_41,benchmark_1,2024-01-01,0.7902073636932954,0.5909243296263912,0.561577469413328,0.45178757156785304
exp_42,benchmark_2,2024-01-01,0.9260706161971276,0.7977705732034746,0.6328851536956541,0.523664691267285
exp_43,benchmark_3,2024-01-01,0.8835786215958505,0.48103912533255094,0.7567790312098024,0.4109168319869218
exp_44,benchmark_2,2024-01-01,0.7111476587284594,0.7377176586233047,0.6761171193869377,0.30516214932678487
exp_45,benchmark_3,2024-01-01,0.7929744559985584,0.858585282034362,0.5559918406718317,0.4261284734457614
exp_46,benchmark_3,2024-01-01,0.9794926017673945,0.660732597939184,0.6981706111043123,0.445986096053639
exp_47,benchmark_1,2024-01-01,1.0,0.8383096870324067,0.5946348494455174,0.46451492686481843
exp_48,benchmark_3,2024-01-01,0.9367165405043045,0.882239937878756,0.7223741338520174,0.4041085909994012
exp_49,benchmark_1,2024-01-01,1.0,0.4358766714169279,0.8860343751661939,0.42665748331827613
exp_50,benchmark_2,2024-01-01,0.884424469141679,0.7515303763090925,0.5974506962389784,0.4988993678371592
exp_51,benchmark_1,2024-01-01,0.8913453839319397,0.4790893239038392,0.7134938493059704,0.4229773016889858
exp_52,benchmark_2,2024-01-01,1.0,0.7548458221095721,0.5587940001295604,0.5543524332550028
exp_53,benchmark_2,2024-01-01,1.0,0.765949545568534,0.6221069566142036,0.568166065139744
exp_54,benchmark_3,2024-01-01,1.0,0.5184122680755828,0.6362895620205434,0.738038774616449
exp_55,benchmark_1,2024-01-01,0.7933636924615182,0.9591505028746533,0.6139649673288953,0.6125679932123462
exp_56,benchmark_1,2024-01-01,0.8933041109684754,0.7952682474301292,0.8796347022108357,0.5243103058328414
exp_57,benchmark_3,2024-01-01,0.9277524684476295,0.6817643234584632,0.602674025865495,0.43797357033323214
exp_58,benchmark_2,2024-01-01,0.8740322036492472,0.9132046094165186,0.6920184872118201,0.5293747351673999
exp_59,benchmark_1,2024-01-01,0.9387857543415596,0.587105344602435,0.44032464640099006,0.5326595959916356
exp_60,benchmark_3,2024-01-01,0.9820576811668947,0.643749563314835,0.6765329896702943,0.4486686910994339
