row_id,timestamp,notes,algorithm_A,algorithm_B,algorithm_C,algorithm_D,algorithm_E
r0039,2024-01-02 14:00:00,,0.9556947882340503,0.8504154550950278,0.8290425324616862,0.4346040440383685,0.6586114131421312
r0040,2024-01-02 15:00:00,,0.8186977147831178,0.8476613507019815,0.6174787124454283,0.6009813740396404,0.5038084505719492
r0041,2024-01-02 16:00:00,,0.822636015506187,0.6616532687544014,0.6641605516971976,0.7143304274330013,0.5564864132155959
r0042,2024-01-02 17:00:00,,0.9223599454445905,0.7878154388688965,0.5105165632417789,0.7036385908587025,0.4511200201649068
r0043,2024-01-02 18:00:00,,0.8305501589751949,0.8265257023580402,1.0,0.6851342122173137,0.5207929691961675
r0044,2024-01-02 19:00:00,,0.9434892962677339,0.7563709809005843,0.6850414684682623,0.5682771611778524,0.5650489639988436
r0045,2024-01-02 20:00:00,,0.6839087397233278,0.831470994239076,0.8038727899914911,0.7351088946337002,0.5664552414394182
r0046,2024-01-02 21:00:00,,0.8512455443593407,0.8805897777001069,0.5761838855664541,0.6913391090802182,0.5774773390074357
r0047,2024-01-02 22:00:00,,1.0,0.7969406935769244,0.7996388425643008,0.6212299617660476,0.46316672899608236
r0048,2024-01-02 23:00:00,,0.9439485827995765,0.822459947670826,0.8857590876649666,0.6240580757726591,0.4519640327508645
r0049,2024-01-03 00:00:00,,0.9166793664530993,0.9383424078555975,0.6939719250972018,0.5696077352384628,0.34058236747323967
r0050,2024-01-03 01:00:00,,1.0,0.8473196583225227,0.5989118503410398,0.5090347974166961,0.5523219011176936
r0051,2024-01-03 02:00:00,,0.6664046381198564,0.8200824289674474,0.6861203599054464,0.7237150975478717,0.6082378711323443
r0052,2024-01-03 03:00:00,,0.8184688885211893,0.7041920620358639,0.4773238475042773,0.7312207993601532,0.6615981679917929
r0053,2024-01-03 04:00:00,,0.8598826828252611,0.8671026011388849,0.6962113298978158,0.5115890858970078,0.5305172634580507
r0054,2024-01-03 05:00:00,,0.985835123300539,0.8330149949391938,0.7820967139312995,0.5846214834853808,0.42335202270914307
r0055,2024-01-03 06:00:00,,0.9875656363228237,0.9283739433701409,0.6964242355626485,0.5856576783541071,0.33029038567105445
r0056,2024-01-03 07:00:00,,0.8133993291017374,0.8046878543303312,0.6715860445311033,0.596734409625969,0.6041666733083351
r0057,2024-01-03 08:00:00,,0.999795432214255,0.6183733499866004,0.7527568116112032,0.6064294878587582,0.3203723433222464
r0058,2024-01-03 09:00:00,,0.8596685232678293,0.6299879131171738,0.7604024846949552,0.694686146164618,0.4659395922256233
r0059,2024-01-03 10:00:00,,1.0,0.8735680763759733,0.5340094437494817,0.5252782691513256,0.4775693172056354
r0060,2024-01-03 11:00:00,,0.7967357301877942,0.7429806402301847,0.7088822962278788,0.515365300848734,0.49305448621489806
r0061,2024-01-03 12:00:00,,0.887668840093384,0.8436767751110498,0.9435985124229243,0.7236619742142976,0.503580260003584
r0062,2024-01-03 13:00:00,,0.850983268462344,0.8114232644502356,0.5664983754351975,0.5537355258118701,0.5138147556367575
r0063,2024-01-03 14:00:00,,1.0,0.7833160332306079,0.6914581167166933,0.4736964646422933,0.258463673792147
r0064,2024-01-03 15:00:00,,0.8477218783433829,0.7903638714411777,0.8941746122051702,0.551487005790013,0.5014655909870127
r0065,2024-01-03 16:00:00,,0.8957551470988244,0.7134610494954774,0.8104175156543675,0.5669947264755999,0.2770424425888123
r0066,2024-01-03 17:00:00,,0.950681139766305,0.798422231110033,0.6486603319223938,0.7554962727725765,0.5732218073090994
r0067,2024-01-03 18:00:00,,0.954525848302612,0.7415506567205602,0.7206135379622604,0.6924826212376737,0.4444874844196388
r0068,2024-01-03 19:00:00,,0.9886952607473172,0.7627743479874296,0.6997888320015176,0.7147520616632242,0.284296327477665
r0069,2024-01-03 20:00:00,,0.9211124776844667,0.7676350955290839,0.6251928195678332,0.6819973642346786,0.4185795322614624
r0070,2024-01-03 21:00:00,,0.858175108472017,0.7773306730101281,0.6925747892506917,0.6946243671615314,0.44299246608153464
r0071,2024-01-03 22:00:00,,0.8650301254641249,0.8922173456507086,0.672003386719347,0.5311917873419681,0.6190699617555004
r0072,2024-01-03 23:00:00,,0.9025672315207612,0.7870209170795307,0.711274893807675,0.5801397844646515,0.5196637741750245
r0073,2024-01-04 00:00:00,,0.9249592476074384,0.9023702336590099,0.6251616819308966,0.501008468697645,0.534444494435058
r0074,2024-01-04 01:00:00,,0.8852828352151564,0.9537854951326482,0.5723381799755338,0.5789511969462966,0.6181221634220602
r0075,2024-01-04 02:00:00,,0.9019203420965547,0.885494465105615,0.6958719226607629,0.668410499093474,0.49038557120755105
r0076,2024-01-04 03:00:00,,0.7482746139427895,0.8534468535068511,0.871511821817878,0.6134583284812246,0.5754187961032403
