row_id,timestamp,notes,algorithm_A,algorithm_B,algorithm_C,algorithm_D,algorithm_E,algorithm_F
r0037,2024-01-02 12:00:00,,0.7671648208487133,0.8267470025257223,0.6551633463576909,0.5894195944884351,0.5579437465591012,0.4710078846974985
r0038,2024-01-02 13:00:00,,0.9165615125096722,0.8630013523811355,0.6816657067121512,0.7356642465106938,0.44434549477134616,0.4120160693899013
r0039,2024-01-02 14:00:00,,1.0,0.7853026546894883,0.7502965242464611,0.5741155721701041,0.600431988398832,0.5827775214371917
r0040,2024-01-02 15:00:00,,0.8718976802723946,0.7322644264845106,0.6773499783956674,0.5517841864172005,0.46128696677166764,0.5802332777884466
r0041,2024-01-02 16:00:00,,0.7828516870029014,0.9886006949770445,0.629253859137231,0.5421308868203746,0.5311987196827914,0.5100735808121345
r0042,2024-01-02 17:00:00,,0.887301218679502,1.0,0.8601417031787024,0.695203861295812,0.5982587804214337,0.7177554188680773
r0043,2024-01-02 18:00:00,,0.8168028891921468,0.8343286671882026,0.6855129929176488,0.6909157719517465,0.5587541274965732,0.45621778771383475
r0044,2024-01-02 19:00:00,,0.9594509002631469,0.7443219632979133,0.753819274779132,0.5915953969620958,0.6050430283001046,0.41001420283647316
r0045,2024-01-02 20:00:00,,0.8852011252477147,0.9675454131042295,0.7696133589885604,0.6605085396128234,0.6480287165717757,0.5418091427506602
r0046,2024-01-02 21:00:00,,1.0,0.6753242893671535,0.6811846874679431,0.8127132384155131,0.46420663002686946,0.43250621430865016
r0047,2024-01-02 22:00:00,,1.0,0.7865226675295173,0.885079946630874,0.5625939843081779,0.5735602459375293,0.5495516524144896
r0048,2024-01-02 23:00:00,,0.8846919495518597,0.7503882948653698,0.6282858238795387,0.4648257390989551,0.24704962024918714,0.416699174416056
r0049,2024-01-03 00:00:00,,0.9715609067973091,0.7040464449549512,0.7661625263580771,0.7055075575720371,0.6047333301682525,0.4599757717068115
r0050,2024-01-03 01:00:00,,0.8606763590837154,0.7919975767078231,0.7646117706376584,0.6489598836098411,0.5499185869625158,0.6890840420039166
r0051,2024-01-03 02:00:00,,0.9033956885165169,0.7335827920826036,0.7345745397135852,0.5889974913184899,0.4816550236522029,0.45944126432523213
r0052,2024-01-03 03:00:00,,0.8638565803649688,0.8212654464148655,0.6103087386728017,0.7252080237354909,0.6115719422296525,0.4201148455982704
r0053,2024-01-03 04:00:00,,0.9766455959849709,0.8227177167672465,0.8270817551863464,0.7439225144668791,0.6972697577185069,0.6170678788706501
r0054,2024-01-03 05:00:00,,1.0,0.7578668276478021,0.8143510670334596,0.43917219801199076,0.5323982252401057,0.39489580497133064
r0055,2024-01-03 06:00:00,,0.9798648207191144,0.782948664340613,0.6724431471408784,0.5947402090668512,0.4855185509758281,0.43070567698529316
r0056,2024-01-03 07:00:00,,0.9921936601285356,0.796915103209629,0.8107487207205362,0.8917516231196856,0.5965025262438712,0.5576561120508995
r0057,2024-01-03 08:00:00,,0.992303343723573,0.9009846061119428,0.7774907686300776,0.7183404915798192,0.446439333335364,0.5938411423873292
r0058,2024-01-03 09:00:00,,0.955125592233471,0.8051570598935816,0.6119387854638891,0.727610363829715,0.5139618629464462,0.6220476391081075
r0059,2024-01-03 10:00:00,,0.7860713840789733,0.9024701740786099,0.6546071085428642,0.7772894278631479,0.7022402161650503,0.4252778167779515
r0060,2024-01-03 11:00:00,,1.0,0.8785812983554656,0.8538281444889579,0.6617068825199727,0.5862179229812289,0.559600867298612
r0061,2024-01-03 12:00:00,,1.0,0.8771530696900742,0.7709416185142051,0.739668416009162,0.39205330360538343,0.45338918004558204
r0062,2024-01-03 13:00:00,,0.8766120396686632,0.9587845970345974,0.6835697054189374,0.7318062043837202,0.40030083527205995,0.4394344366489368
r0063,2024-01-03 14:00:00,,0.8629302084783819,0.7080609120254091,0.6541524108827358,0.7139041496752759,0.5962085692646776,0.6203212782292286
r0064,2024-01-03 15:00:00,,0.9612411652915376,0.7726816893692887,0.6884606201884579,0.6277988029382595,0.6662390575917688,0.4450445604140414
r0065,2024-01-03 16:00:00,,0.9550812835183505,0.996329880029957,0.6955520470122295,0.677205892236626,0.418237854137385,0.527820459602098
r0066,2024-01-03 17:00:00,,0.8798053931246982,0.7942683499410733,0.6554036967370749,0.6011638435693222,0.6249712607496509,0.5155579469230639
r0067,2024-01-03 18:00:00,,0.7749974344412396,0.5384876310094151,0.5658235887616697,0.6612814304566496,0.7130343507489719,0.39292456236614975
r0068,2024-01-03 19:00:00,,0.9305701190749778,0.7997031656852115,0.8540013286400785,0.5431509107900734,0.768785898795864,0.5966092855356321
r0069,2024-01-03 20:00:00,,0.9551436538175545,0.833493953016325,0.8370633672611443,0.5809376008727047,0.6131222759859877,0.5560280893678954
r0070,2024-01-03 21:00:00,,0.9725821148038798,0.5582886882568789,0.612674454819314,0.6317687958075071,0.6306802594552475,0.3013709388129579
r0071,2024-01-03 22:00:00,,0.9349292772354207,0.9533935639887949,0.7536311295563668,0.5656294568569924,0.36668155723718565,0.5277421111237344
r0072,2024-01-03 23:00:00,,0.8728884851638091,0.7486287536134398,0.6497761797285233,0.6094982729254824,0.789975254799599,0.4227026565833379
r0073,2024-01-04 00:00:00,,0.9994002039506278,0.8528563115187516,0.7138432776773465,0.6436074023244485,0.5224509786903879,0.6097075306412628
r0074,2024-01-04 01:00:00,,0.9065848497565918,0.7974018454655938,0.7055233420126343,0.7002262344664377,0.4866528841574959,0.35546001632192414
r0075,2024-01-04 02:00:00,,0.8535076985635279,0.6911648580795959,0.6972165784282127,0.754925730185291,0.5544793865560376,0.46435230313704556
r0076,2024-01-04 03:00:00,,0.8819346617954279,0.7129491865364581,0.9402947084076286,0.6136215628621893,0.7311673414185432,0.5362024550988466
r0077,2024-01-04 04:00:00,,0.7254030967525018,0.7264917163572453,0.6959674315323809,0.7935104617268625,0.8008046047543549,0.5054340294141875
r0078,2024-01-04 05:00:00,,0.8817758175821462,0.9285671909183639,0.6591736174933075,0.7538611078625493,0.5925408679475845,0.5762958256713971
r0079,2024-01-04 06:00:00,,0.9688436519874669,0.8052461811899849,0.6637418570502952,0.7104093831943942,0.6798084172603656,0.34815780139907104
r0080,2024-01-04 07:00:00,,0.9339783022139231,0.7678134483448253,0.8443776956401755,0.6753649129296619,0.5843204048685504,0.6651914336867378
r0081,2024-01-04 08:00:00,,1.0,0.7265391087409769,0.5747897668307065,0.6919120841868541,0.4762204526981817,0.5525144658788271
r0082,2024-01-04 09:00:00,,0.8737025085984296,0.9396150221526127,0.663737708356448,0.7787051150666382,0.7276743670788292,0.6359718213000896
r0083,2024-01-04 10:00:00,,0.9487313163053316,0.9664201272523588,0.8846822840111535,0.7823579659759274,0.5177872519643612,0.5874240169233241
r0084,2024-01-04 11:00:00,,0.9792740176305772,0.9384743898706681,0.7643986187997647,0.7934946728383644,0.7335530773371883,0.49883898855449565
r0085,2024-01-04 12:00:00,,1.0,0.8692437339154168,0.7591922005036114,0.6641326831877004,0.7098541329769085,0.37158017890888395
r0086,2024-01-04 13:00:00,,0.914476549111764,0.8489830041870712,0.9532146460143701,0.7154967164998614,0.6414036263957209,0.4436446818751299
r0087,2024-01-04 14:00:00,,0.7955812821135977,0.6984062182024099,0.7646347952948499,0.7943546506622052,0.7628974756254354,0.6589563332862578
r0088,2024-01-04 15:00:00,,0.9847928753355282,0.7954180873288943,0.6691813838640417,0.5976283965083607,0.8032346033185739,0.6385437781656382
r0089,2024-01-04 16:00:00,,1.0,0.7516139796653564,0.7117922943123651,0.6281583146281696,0.5624756637035689,0.438040001989631
r0090,2024-01-04 17:00:00,,0.8677451289773379,0.637448789101529,0.6264567690969431,0.6616036663013478,0.4991205881583569,0.2181695713797821
r0091,2024-01-04 18:00:00,,0.9841081538606415,0.9257043419165366,0.8655937040015697,0.7499598737979407,0.3935730162743528,0.4787310265694881
r0092,2024-01-04 19:00:00,,1.0,0.7504170053607725,0.7974561717536716,0.7515172150718623,0.8044682255430257,0.47122971118708834
