reviewer_id,review_date,Product 1 (SKU_6554),Product 2 (SKU_9863),Product 3 (SKU_1750),Product 4 (SKU_8259),Product 5 (SKU_5544),Product 6 (SKU_2450),Product 7 (SKU_3713),Product 8 (SKU_1406)
user_40997,2023-03-26,4.594165934768767,4.580206883773849,2.657571777728143,4.10577305122548,3.419024507845844,2.42121070206416,3.993635939617346,2.060879142133923
user_74615,2023-03-27,3.162590981337466,5.0,2.77715309634907,4.145871025647727,3.1629949561400523,4.01332900255873,2.083660160689697,2.450585717210481
user_76666,2023-03-28,5.0,2.8758202302484537,3.832973520088748,4.35726160285871,3.369913143136097,2.2231503767138134,3.6146892241646627,2.1793280320828345
user_76115,2023-03-29,4.915896814481529,4.667619241469948,5.0,4.083241315937299,3.2871567686011307,2.909473204435133,2.847886923248292,1.4731173890724119
user_60469,2023-03-30,4.668006646418071,3.9854886886065897,3.73812887450393,3.2719764707688714,5.0,2.5557815295894626,2.9017558833874295,1.0
user_25083,2023-03-31,4.992131187422864,4.333310316249471,3.7534038054325745,3.543330521667128,2.2358189954869294,2.209981630058404,1.1237531349188794,1.9887289565056816
user_45296,2023-04-01,5.0,5.0,2.7464717151105527,3.6728998938027018,1.7080429841431,3.5930558535263315,1.0,3.1181246173197947
user_17947,2023-04-02,4.387557211598055,3.2446506788705247,4.656743668216302,3.686159559285295,3.5659014668156876,3.4283669979277067,2.523547247786149,3.404957951530946
user_51724,2023-04-03,3.9950070910074396,3.3898844468455285,4.662541003463483,4.398574124777384,2.9988619563294434,3.9672081591207977,2.89752485073329,3.350170707310764
user_70925,2023-04-04,4.979560549057363,2.651656032228955,4.531260161119928,4.114935002417993,3.552854295783961,1.576099913433466,1.7998417378098215,1.7472723718811576
user_82498,2023-04-05,4.808568672425162,3.760672846588979,3.39662346172211,5.0,3.767106417827201,3.8513365618728352,1.8290452716189263,1.4770349410957087
user_63356,2023-04-06,3.8520879207284735,5.0,3.334634585301595,5.0,4.327283756143117,5.0,3.1491781038609066,2.7973076919839164
user_18579,2023-04-07,5.0,4.103530249221224,2.8655021996760235,3.66371966609114,2.094219343692849,2.6386871286584426,3.1502835843657047,2.9080800092783403
user_73461,2023-04-08,4.734681629058387,3.127900083476171,3.967098001408747,1.0,2.8546256817142694,4.516118889687176,2.5898071516896586,2.7201356841603976
user_13788,2023-04-09,5.0,3.8114570043399625,3.0356741365771986,4.589465972901813,3.643009007104611,2.789470982352139,3.3241613769488603,1.0
user_63411,2023-04-10,5.0,3.009710637207502,2.958066795800569,3.1676989288103563,3.916370876549781,1.9020722099509544,1.760638163423883,1.7064923320932266
user_93039,2023-04-11,4.517511056931868,3.299851118615071,3.5610474264714593,2.9588128625351944,5.0,2.7554940460745634,2.4152520663304236,2.3762489677712173
user_40636,2023-04-12,4.753561605587293,4.5110551282109705,3.508675059852627,3.2812437800085066,4.0645631768910935,3.8385631741402206,4.018302084626939,2.7897745557043416
user_12440,2023-04-13,5.0,3.2609013389551773,3.4696171769424358,3.242685562548315,3.254569123290978,2.329458814134775,2.754657703951854,3.0138458900819893
user_45279,2023-04-14,3.920111132959958,5.0,4.273155677472209,4.0898158480843145,2.5876513976458706,2.51972907279481,2.8010500116695995,2.515402817825632
user_82623,2023-04-15,4.543241330276801,4.143103767335731,3.9632382417202234,2.35245137669902,2.8485681178247844,3.4748315458345527,4.544757268774192,2.6646270452305885
user_86830,2023-04-16,4.600438869320919,4.268475763155621,3.669475175591106,2.737823403366719,2.825837741634315,3.0024480933908584,1.5805262673209834,2.4678923666888832
user_98486,2023-04-17,3.7351531586532842,3.977301625913685,4.046410342649185,3.874526843357933,3.8241869028110083,3.4676983619893926,3.3371442933136883,2.9484954993747863
user_23305,2023-04-18,5.0,4.818278270834979,3.106778367116294,4.098355224330646,3.505597956468664,3.1902636326066687,4.03118902384648,2.650292521192729
user_42285,2023-04-19,3.374165245206078,4.826527910221609,3.9842228991277424,4.1132333159488095,2.2410803433262565,3.3837002556412585,2.440113658801163,2.45259012803783
user_82706,2023-04-20,3.4615168770502738,4.468043481529738,4.020481994275707,2.970370976853361,2.9512788247276536,2.654159051352367,3.387704629483877,2.1853049606900954
user_95400,2023-04-21,5.0,4.651831284726119,2.6975625125140152,2.817387480587008,4.002038042761137,3.185384753624314,1.9143844022312764,2.465033140033985
user_26458,2023-04-22,5.0,4.03032826406366,4.6965550034962895,3.1946921329696645,3.581329883979247,2.258101595443253,2.150614083546119,2.7876731030714197
user_49926,2023-04-23,3.6792281460153777,4.633762405527239,3.1948530358184035,3.79189820182778,3.7549156928102163,4.030746898002711,3.0079731328381074,2.613980311118449
user_84481,2023-04-24,4.985831212081354,3.929697779620955,3.972247839365148,4.7883818954180395,3.60633736804581,2.492580226546149,3.338853338488472,2.704661134676203
user_63313,2023-04-25,5.0,4.201785297729922,4.831529392428216,1.9620502513833997,4.601144587687087,3.9030779900395114,3.596749209924997,3.4741774890809483
user_68455,2023-04-26,4.475789553922412,3.9802850005069623,4.640541406171096,3.423416994433307,3.4888344510594957,2.8131144312137075,3.955702869551595,2.61213113819727
user_20998,2023-04-27,5.0,3.8342251685446436,3.9274667108550685,2.533857247179837,2.9911817617034413,3.161599208605857,2.6460427531558546,1.8808011836214737
user_93335,2023-04-28,3.1207505513055716,3.648710561822568,3.610000797694345,2.278205858117208,2.567395967093151,2.6040283592874394,3.6548894041380704,3.1068854287953354
user_75592,2023-04-29,5.0,4.5741520830871085,4.658009526860454,4.373565316275854,3.4996875665677694,2.1872036550655767,2.426156125240681,1.3070413298648658
user_36667,2023-04-30,5.0,5.0,4.439755982246896,4.035699659599471,1.3474367881799325,1.6041916899157587,3.4216730492706144,1.53486929540857
user_28660,2023-05-01,5.0,5.0,3.405307983964696,3.95954681275781,3.15256879853383,2.1557406731260325,2.8659910382817455,2.668677811776055
user_58929,2023-05-02,4.336515418683481,3.194747731243652,3.2640850823986476,4.336820671784794,3.1353281120629246,2.7408729174272626,3.0565423256655393,2.813117334229263
user_80836,2023-05-03,4.267646814391081,5.0,2.242115854643201,3.2162248825870914,2.208423317106175,3.1695033430631074,3.0388062992176303,1.4039590211968038
user_32044,2023-05-04,4.855316136869806,3.945473198705657,4.02322547334687,3.2538899869331774,2.557387329075203,3.8083034506266107,1.4162359921617504,2.0937460152105998
user_42133,2023-05-05,5.0,4.680586412116473,3.833841803985281,5.0,3.9477260241185927,2.643394032162521,1.8007025129113816,1.9151329342242729
user_80455,2023-05-06,4.981978749025891,3.4750277343622313,4.808953099714033,3.4027431565923405,3.48456939925997,2.294431388586261,2.782033151854018,2.0106589416947225
user_65542,2023-05-07,5.0,4.313583931099204,4.187244074784293,4.188105690443273,3.381430666965862,1.84582817119783,1.3501767362870654,3.1548782210183566
user_82764,2023-05-08,3.6849040343466117,4.4509785463175255,4.967383355338153,3.605105232770652,3.545078027145618,3.384050894323283,3.364968882559805,2.965204370837802
user_69210,2023-05-09,4.317783216701092,3.012316166464278,3.3421086176670634,2.1213931759372677,3.3741020703591387,4.106555612263475,3.397244773030514,2.384702256117034
user_15477,2023-05-10,3.7479872543009964,4.686613733075352,4.810520264774095,1.9642967969589855,4.2942900502866515,4.013064214365031,2.9617364423022323,1.9632304583080575
user_10131,2023-05-11,4.191109779131087,5.0,3.4768668967162757,3.1368126240480763,3.3987433453629188,3.56794619851779,1.8030927897936624,1.3202802638238873
user_70902,2023-05-12,5.0,4.060281643454698,4.522076849433818,4.444881001335991,2.1334295089449995,3.5108346538140793,3.804111151094812,3.536147951025559
user_91360,2023-05-13,4.586387136580183,5.0,2.732993285975445,4.230633325308803,4.604103971899528,4.358099023767473,4.329768511774686,2.8736911202279347
user_47912,2023-05-14,5.0,4.048245205238074,4.088108239492951,4.331261731379227,3.5962722138630765,3.2656651691334484,2.8176614619567792,1.8346647167414876
user_95597,2023-05-15,4.6547250937517735,4.879667624837294,2.312249646843272,2.8103630568509477,2.8285970153639455,3.5169037408193375,3.108428302760989,2.975679598099913
user_31939,2023-05-16,4.547753504463789,2.4251440272391207,3.686290011246596,4.892697992097851,2.297278625363985,2.7433729105184006,2.861390923836835,2.343821103540299
user_10071,2023-05-17,4.584946335552173,5.0,4.252283195102331,2.828085359850893,3.6167313767664364,1.910365303316194,3.1242953511990397,2.1703123961101256
user_17887,2023-05-18,3.9897530457120514,5.0,3.4832251590151233,3.770259518935975,3.2062623960204997,2.452920879600339,2.6043529946988833,2.748169222631682
user_73201,2023-05-19,4.453730710097925,3.972299596597057,3.059649896995226,3.5917181680738106,4.559317428825927,2.992672769172276,2.6723486081249574,1.80680140006982
user_45822,2023-05-20,5.0,2.6223287786849454,4.576894775436747,3.460900943748331,3.0232741754665375,3.0486282980010424,3.4245740803978926,2.124994784391912
user_88363,2023-05-21,4.5911765345022175,4.430422694644392,3.817229768122461,4.670873710636485,2.6300953682540262,4.541028683884314,4.576499329517153,2.4971688513596364
user_42884,2023-05-22,3.865232216093223,3.044859562340995,3.5083434823754627,3.0359115838672315,4.016636974588742,3.065021734072855,1.5799430124786091,2.000439045691829
user_99128,2023-05-23,3.759932303617092,4.555882830045991,3.933516736923421,2.5203157954304576,4.040225514173465,3.9430747552205148,2.6169500124776266,2.9352681682140194
user_59827,2023-05-24,4.139838486667325,4.529252575331426,5.0,3.6159963889651356,3.434921094088156,2.651938206738947,1.7556316118143345,3.895253202942609
user_56061,2023-05-25,4.559090747528704,3.4468774647983804,4.822802279825235,3.280138612570779,3.8410856381399263,2.7506592913878127,3.9736199188608667,1.7965614939142855
user_92864,2023-05-26,5.0,5.0,4.830058934550272,5.0,3.2698503034062094,1.9367938902212414,2.2298096245440813,1.0678997629567644
user_37886,2023-05-27,3.4276090869068505,4.844459762244939,4.248437055193891,4.14120598115198,3.4870920808073973,2.4061375896987425,1.545439364971365,1.0
user_86697,2023-05-28,4.244138977688995,4.980658669830851,4.033188218061717,3.2725275398251004,4.231992706051138,3.4215851130910027,3.210549599078859,2.2796254868040142
user_76889,2023-05-29,4.615448015548063,4.207086162935116,1.9831341693356668,2.755110744650331,3.800254667217202,3.0060481443153066,4.095448891794489,1.8694683278990536
user_46872,2023-05-30,3.0330353858964525,3.0675807464690346,3.356815722829494,2.095769271544972,3.1645804493339003,3.754350895917787,3.2308782948486106,2.5662884008536646
user_15961,2023-05-31,3.833121373626875,4.98229781776891,3.51554046943802,2.7798247314100535,4.38189003674092,3.1450031586760403,2.863838301825534,2.506078137620881
