accuracy_A,accuracy_B,accuracy_C,accuracy_D,accuracy_E,accuracy_F
0.8721352639464015,0.8207135217854409,0.76196799003466,0.5869073088863889,0.6243437747251062,0.5395659929147661
0.9161746599228819,0.6079885930673914,0.7145839616701287,0.6358174848270471,0.5354014785128087,0.43976659268153867
0.8510401513502326,0.7849163451815542,0.7550289695071167,0.5438215245158141,0.694859833990559,0.373556764751966
0.9662827261725854,0.717057082818529,0.740370307353889,0.6515477211392937,0.6704272673954563,0.3214842943793942
0.8288274533409635,0.8381946667836979,0.6236803991262342,0.7326191130402062,0.5100828681216741,0.46627709086937785
1.0,0.706598340925384,0.6451855167842424,0.6012991881234514,0.6077256760763484,0.38949194037725576
0.9000533878212005,0.7608210846826481,0.7497834884098609,0.6421369377679154,0.5816300759668118,0.3362197032321861
0.7814273954866974,0.8103989823184365,0.7388296212346771,0.665211519336889,0.6394905246025879,0.3982741692605979
0.764328600155111,0.8392604155336097,0.6883278724828681,0.577902362249133,0.4528061231535917,0.3634761597108484
0.8885977932194548,0.673976287435538,0.6993861906647025,0.6279273985448334,0.5848841167998752,0.5849713308058052
0.8321229771739319,0.7432399011327242,0.7922131916630739,0.6110073920625436,0.6146739589479671,0.520531180555956
0.9071200395273673,0.7320043751071236,0.6426742888931336,0.6178140878839066,0.3893008410861509,0.4493621886946706
0.8878590099658835,0.7177336613941031,0.733767790493603,0.5481592172915627,0.435339318986738,0.5683955311112021
0.8441736869874501,0.9112363392224878,0.6738245878052884,0.6119608139407154,0.366861425779192,0.4561894646118095
0.7822565025545276,0.8023985368768765,0.6725855037418224,0.649839863299636,0.5084474532444354,0.38109726389373894
0.7288122220251309,0.6691292836531963,0.7779021481589752,0.7260914886236033,0.587403380463677,0.5718499261815726
0.8142788038346382,0.8434289557643821,0.7560333079190423,0.6867416660868165,0.6501885641676823,0.4931128034947727
0.9185119035458778,0.9397724957610107,0.755080770880051,0.7822545966009244,0.5359275824335821,0.3670203076538835
0.8671274995304163,0.8525972208440917,0.7944383045723463,0.548612194968956,0.6602892436457034,0.43477290575331135
