precision_A,precision_B,precision_C,precision_D,precision_E,precision_F
0.8781705550160894,0.783745617373258,0.7311471348948303,0.6311348569636333,0.6294154537412348,0.5370634965898351
0.8000558214164072,0.8719953521553641,0.6793274586471629,0.5755436265211251,0.6788629059951479,0.520096438028978
0.8396180063017427,0.678695151325073,0.6149028485909738,0.6468063175769012,0.5998386522776717,0.45463290951454477
0.9472496021203642,0.7237054064682917,0.5917488258995244,0.6393572572651407,0.6166440431603283,0.5727396534745924
0.9237386854561104,0.7225757662736646,0.6092691245595608,0.7263728425815472,0.5606681146062568,0.5950056110101247
0.8608854320664244,0.8840246073578861,0.7573701320809186,0.7688246996895687,0.6135301552996086,0.3913952108504821
0.850654047054825,0.9448490698065541,0.7766980018583947,0.7756547048631965,0.5645446179602073,0.4589820177147029
0.8486593480764942,0.7996440625170024,0.6095047438374293,0.6190265578737358,0.6417257511884842,0.45846861201701616
0.8062071852401198,0.7944942621447992,0.8076030651260893,0.6472622501004378,0.5624311731165094,0.44480775191129085
1.0,0.8136041730490545,0.6973551158653248,0.529324944622324,0.622168031512175,0.5863579873545399
0.8542143624630928,0.9009502642086553,0.7477434409588439,0.5995303946803049,0.5896589749052018,0.5044939088981757
0.9773726816660397,0.7338117492647541,0.8649776502604339,0.7411881306477967,0.6820840200617735,0.4988388126951512
1.0,0.8270695186187829,0.8077471452692425,0.7932466258838586,0.5878885021129212,0.35969101084745975
0.9598648718518368,0.8860158103825945,0.7145175481675334,0.5652520902496063,0.4501574025434496,0.5708334424167382
0.8454703749825562,0.8480875335951876,0.6647046219667769,0.6166028592677685,0.6929537200571194,0.42085932841172224
0.9122984072269288,0.8231665293278996,0.5638547678936556,0.6618875394432858,0.5195414159309906,0.5247946104213063
0.8780643514887267,0.8880836874053714,0.6784677344606064,0.6864128927055686,0.5396986929080945,0.5421901550366554
0.8077038511415897,0.5917414165600611,0.7191095808937844,0.5992317184062683,0.5443470964765207,0.6288526876670921
0.9059487425377283,0.8622300255624726,0.6570256378279052,0.6979248835571272,0.7019550474536654,0.41529436807047104
0.7856768167072158,0.7556739453498061,0.7254994426326156,0.6260928522343268,0.4211460628817044,0.278439027534334
