experiment_id,system_A,system_B,system_C,system_D,system_E
exp_00048,0.899173964075622,0.8823118026799375,0.68390950617234,0.6052644844665336,0.4723137901378608
exp_00049,0.926339307958197,0.8010866174721976,0.5811615329259928,0.7174357368026005,0.5251748886138907
exp_00050,0.804383165251994,0.8549887289705984,0.7193798713767091,0.6817217905433872,0.5809278385126695
exp_00051,0.9002574774371437,0.8457678244027244,0.8027070300644139,0.5753794124258492,0.5287280083069081
exp_00052,0.8171110503329191,0.8256534391385918,0.678443205658105,0.6296936298415228,0.5730459880627634
exp_00053,0.9219327601829438,0.7091526404738744,0.7268166949821974,0.5693835430578,0.6172970206031918
exp_00054,0.8669693157971283,0.7923923511975153,0.7273311249585164,0.6398760733335697,0.5794576800540321
exp_00055,0.8981967827052892,0.6901622196117863,0.5795670172821039,0.7790107823744031,0.4853163695832377
exp_00056,0.7740816453832495,0.7767428952958102,0.9056585820707596,0.7218498802624876,0.48708003930296767
exp_00057,0.7678713615927141,0.8080863531066912,0.6529150169877715,0.6770794305692753,0.4060294703381965
exp_00058,0.9445497304659395,0.9428783807386856,0.765611620186027,0.5757115087616281,0.4646079702479282
exp_00059,0.8420603618614506,0.6440268025632367,0.7769215277229049,0.6999938392944839,0.7462068361898528
exp_00060,0.8785034742099361,0.8231507630991306,0.6860404872884248,0.4563123048626947,0.4707996425904756
exp_00061,0.819360457291348,0.9231236591623595,0.7606795025059634,0.599764651800911,0.43066211875561805
exp_00062,0.9398726774013644,0.8508847765838796,0.7245819221816389,0.683371141982395,0.5819927861844774
exp_00063,0.7892190019970342,0.8582945442825042,0.5582360242772594,0.6990421214047752,0.538963524070814
exp_00064,0.8364398760099117,0.8337694901867813,0.6667727298749911,0.6919884490215741,0.5304406763150775
exp_00065,0.9285992812703132,0.9048334489775417,0.6387449097645937,0.6544830689209694,0.6909045966412091
exp_00066,0.9672967699164265,0.6662521831887632,0.6538254958653873,0.6054275020916117,0.6049126675558365
exp_00067,0.7976240708973317,0.6364073334029754,0.5695996822163362,0.6787975969826489,0.49700070682965247
exp_00068,1.0,0.7743665859534744,0.812643371674603,0.52971389594137,0.507552408240822
exp_00069,0.8813241693693616,0.558883789642829,0.8601992654613413,0.540532273670675,0.49974134860943153
exp_00070,0.7457071738191262,0.8980645804178011,0.7978002975998408,0.6311734676460297,0.6374739621580258
exp_00071,0.8869052048589968,0.8970715195495442,0.8270529224147143,0.6423197642708748,0.5191852370546863
exp_00072,0.8117000785516542,0.7316649444915474,0.6655365162991843,0.4424384821435353,0.370684649754585
exp_00073,0.8934068487183177,0.737922940333949,0.6363743165013963,0.6705146380949518,0.5451680321265656
exp_00074,0.8457143752339662,0.7677652524849329,0.6221412953188288,0.7022728377919394,0.39629739988720714
exp_00075,0.8574273690190145,0.780202065043962,0.7644064922957222,0.6172714762533704,0.7684230601754902
exp_00076,0.7588406623413854,0.7877173919194286,0.7227063053144149,0.8624466283283992,0.4534332086152769
exp_00077,0.949006123071636,0.8308232106878304,0.6922778288401574,0.5567064893684814,0.533813523464227
exp_00078,0.7343872632848968,0.7577373646991522,0.8295148544195343,0.588891283661313,0.5758202734701138
exp_00079,0.7391235104595004,0.8693193303477794,0.7404941353815343,0.5854933093872791,0.521134183932077
exp_00080,0.8867360349147486,0.8195947777125303,0.6161342362479415,0.6173812388708982,0.5209969598533808
exp_00081,1.0,0.7143036554127364,0.6319091170864305,0.5921275187033709,0.5921827286160878
