model_A,model_B,model_C,model_D,model_E,model_F,model_G,model_H
0.9320553502887897,0.7094386579838804,0.8128544652046623,0.6957183603304677,0.5353236042120139,0.5992780858106536,0.4153409509789606,0.4625886530576658
0.8684309064078103,0.5662519334422145,0.735825280183015,0.7938362388975979,0.7591466650790276,0.47475027691979427,0.5163805363068495,0.4023448576780759
0.8079972272705838,0.7577793222969874,0.5812709008894612,0.5568310492217334,0.7234322221187804,0.6705710835890359,0.3506806444092767,0.3195410556199527
0.6595325306534536,0.7700851813735675,0.7850026828994726,0.7253664707846138,0.5851154067468637,0.7980684888245443,0.5214855138286064,0.36064049862808795
0.9944412195055088,0.8644064525340913,0.8190746061980205,0.5615433579317511,0.7068687715406434,0.4782100341155323,0.5942952957516505,0.2858619884397903
0.7272320035543942,0.6529493000386952,0.675601630447401,0.5671632927481198,0.6555501556777747,0.6177065005231818,0.3820229434794893,0.45122235484151696
0.7908721990630294,0.6408284636330819,0.8523059377398079,0.6154783451976495,0.7714560323286702,0.49161152379751233,0.3538910294598907,0.3303334407715604
0.8858344511076003,0.8379534063347905,0.5690379450353659,0.5843654102140041,0.6288795308112487,0.6683811316654933,0.665086646312343,0.4234439487481459
0.7303442071383313,0.8935301499798494,0.5862386710693213,0.6237718466973148,0.7239917828158297,0.4377598733771928,0.44596689319239863,0.5870101853610371
0.7006490221746856,0.6357419077453546,0.7493740252731609,0.6571563975003097,0.8856297624778335,0.6123443901284855,0.6207376417372393,0.5699299572921586
0.6376052417299335,0.9010085514871169,0.7382528135115128,0.762286877204567,0.6812384869333181,0.476986817596779,0.491743090623074,0.4467723105897382
0.9220996952905636,0.7966113270058249,0.6640569368718752,0.6464555247008583,0.6263613880080559,0.5435872553758774,0.49094737544872435,0.441291527385685
0.7954813755273678,0.9020376767646074,0.8166737293114743,0.5200088578944693,0.6936732699506694,0.4611831867709836,0.5509841270925216,0.6379874549421009
1.0,0.7858351067053811,0.7888037171358806,0.7925782132209447,0.584900485608183,0.6465207613752897,0.41874297146821304,0.5020756120358711
0.7505644934369127,0.5406293511083478,0.8215281928076873,0.5948624152099247,0.8602253419810446,0.4805876788417556,0.5203925714924217,0.4172193540123477
0.7578548976571078,0.777660404625539,0.7234006421790589,0.6726993858609658,0.6394356751981696,0.619482140218897,0.46899391566044785,0.30739818828795484
0.7934607029714599,0.8988715247242698,0.7959723125121198,0.7232250792654997,0.5941352394060202,0.529875911459481,0.3750935128023539,0.4893873218164743
0.8743134655138489,0.7034825409487714,0.6911492554112862,0.6985324704117069,0.5378596709265678,0.552838477105828,0.5408910646154971,0.5329323772582862
