system_A,system_B,system_C,system_D,system_E
0.8014004967371381,0.824971042018432,0.7311162296603617,0.32058564888013996,0.29407882916270983
0.8563787875006915,0.594350292937474,0.6864069982138947,0.5539764512828342,0.34997389834133247
0.7408605270161953,0.8075221541181916,0.6306134553102756,0.46734641474654287,0.34838833581285655
0.9555198534147342,0.8047276408559463,0.5768940463159102,0.38290751061925465,0.6124556229829015
0.6885467684991938,0.786343728018988,0.4808125295808751,0.5202383370598695,0.12261850600660834
0.62607948478272,0.6984436911129707,0.7943528881122198,0.34430489132935216,0.3820380278594367
0.9106710424287318,0.4045751058757969,0.5240326982247447,0.5039713821719635,0.5725693792814771
0.5725378968793801,0.6358272856347871,0.6663646347032842,0.35771230921884456,0.4121844464132454
0.7795870231127284,0.6374083982315398,0.7059565572623399,0.5461272084317831,0.4753417473421093
1.0,0.6021745061939523,0.5444719503094672,0.40756426663696244,0.4099826315099768
0.7987956447040069,0.7122243004547066,0.7038012527315963,0.4549005982970691,0.33326666187835197
0.6879232349303751,0.6581036554478766,0.6764213203338856,0.5293949387943162,0.1758084065491087
