loss_A,loss_B,loss_C,loss_D,loss_E
0.10771564962177169,0.3002568845996624,0.41433268658201294,0.6570785725932684,0.6885953549838006
0.04061885919312949,0.4134532047593906,0.5680640912452145,0.6444051943605874,0.8258661147855388
0.08343685896823679,0.3194198327290672,0.38726865540486977,0.4979938911287968,0.821273977585766
0.10785770297191499,0.3851322957735762,0.4545222708999983,0.6536955854301709,0.8782873734948573
0.0,0.32165453114501275,0.4551197901881086,0.5418045082505549,0.7568874430424901
0.14581681147886988,0.4096225756202748,0.3998215807188469,0.5611717273471506,0.8408052846836757
0.0020278775283193162,0.3272250636017779,0.31275344521159,0.5434624371683878,0.8550797572273664
0.0,0.2652084753557096,0.48229745036176686,0.5183765068100775,0.8444773807831595
0.0,0.5022434720446882,0.4438996028144617,0.8374771403016962,0.7174346317197858
0.0,0.36390371222798923,0.5000240469436571,0.7581339061988404,0.8149363482271189
0.0,0.3323744421004413,0.39663996935608337,0.8170367502144261,0.8364140296054662
0.029097904236950953,0.1473695583461664,0.5720821298813048,0.5027104980444436,0.8007178466907943
0.2953259137526568,0.14616923825364625,0.3623226218788156,0.6321253749910892,0.5913522341628916
0.047412032410479615,0.30427154821418534,0.6212040284017893,0.49564923747959044,0.816048962397348
0.11777501062680314,0.2895521197768241,0.27523634901717386,0.5554305122802936,1.0212531039397243
0.14004813865063287,0.2135877434991684,0.4934770064556892,0.5331873016583425,0.7639960731243017
0.11310651862158488,0.289098269961206,0.4975430682526624,0.7489584006441562,0.727192290214468
0.09225565392740064,0.43386269280435963,0.3704442932059118,0.585377032189824,0.8373348559711399
0.0,0.34454024745502987,0.49243939378610135,0.7318379333694016,0.8312378210466572
0.2450927548279212,0.16089914902472618,0.577951866976016,0.6854120889588518,0.9192735165416415
0.28071966436378853,0.26384911728570565,0.22831811606459362,0.8553638752104789,0.6742131844091113
0.0,0.19450335191474394,0.5002744807490815,0.4770555776860276,0.8731380252574993
