loss_A,loss_B,loss_C,loss_D,loss_E,loss_F
0.05444604739761293,0.2657752540142751,0.3467139595617489,0.3290643912492707,0.7312322159580162,0.7118931663338708
0.011075917177167577,0.11582394245183758,0.3706613141100052,0.651830232485267,0.8881651836538843,0.728777923635095
0.1955300558237753,0.2734176417244898,0.32706678875516293,0.5272680524329342,0.5982358323066304,0.9186734620177331
0.18760467925297944,0.22447409511752514,0.2285529690819233,0.47885068554378196,0.506495975246764,0.9436335405705979
0.2472670675750982,0.0492192442122609,0.41215932113392384,0.5110765845778551,0.4719989966092236,0.7761889563687946
0.03960193740307705,0.15396149892204983,0.5554933071647241,0.5162429355020519,0.7312712028861331,0.8046002747253275
0.0770451344639653,0.1986394466578356,0.38184016307834384,0.34687986965550743,0.47168497919414165,0.7095385625006234
0.0,0.42876876573401906,0.40252641172475495,0.6694938227453237,0.6227680947062078,0.9172756845267446
0.06075288939391271,0.29565531245337584,0.44927227551168597,0.5241325632270618,0.703731318703896,0.866541682369178
0.19965705105794473,0.10645184309001088,0.2530669503453301,0.5643002130447375,0.6785175536829915,0.994121743646375
0.05335046207718021,0.2886036289417637,0.5502514658129606,0.6151549770574043,0.7025444864184173,0.7121676922820261
0.16404797952008238,0.08526960110616347,0.4002328796422802,0.41788375424397,0.6822289855800855,0.7621992100981784
0.08094968940021888,0.34826910538870737,0.5431856899089109,0.5673471899035228,0.7878865813313394,0.8231445922525573
0.13240570282215608,0.19288753481821216,0.30669670044760106,0.49323589091012066,0.5647683619261203,0.8646489537725771
0.0,0.23063638112608292,0.5618061922557824,0.6046770775216495,0.5923004861541469,0.7784332362452369
0.10852094496339011,0.372579664754219,0.4575155494034783,0.3072772579648505,0.5827340554729177,0.7127038909546299
0.0,0.11128364314157502,0.4353040085852359,0.5100905699758731,0.7430191811862611,0.8881407528923572
0.08131038418380152,0.10028818148870089,0.4034024454353148,0.45971793442160386,0.7500398588395064,0.8721135362545582
0.0,0.18164006736539953,0.35514713819255506,0.5632262950634156,0.7051225319318508,0.7083725899436275
0.22059945165468162,0.3438378851019317,0.5000531658473872,0.5670044187368203,0.7783493666889928,0.9355442801105496
0.17774073527645112,0.08806539245231576,0.3940359869848047,0.4492374105177974,0.5421959132623619,0.9170198709196604
0.14666709819660811,0.0,0.18329302964128477,0.4487826135823957,0.8267224111551137,0.8134296497247794
0.252100622715938,0.19488411415910015,0.26828135382929974,0.508933463144267,0.8123238621712259,0.8079597862376037
0.0051083479175162705,0.2951740799910921,0.3614154247807253,0.4303357772684792,0.7335621997245747,0.8554057771115907
0.2747363197915558,0.36002617497388295,0.41099989831655553,0.6041983695452127,0.8381798908771061,0.7138296929743743
0.19321915642603849,0.19368386379146013,0.37434115111001043,0.4830792799552554,0.4943376792322226,0.8030031479164083
0.0763444712781054,0.19885733928839977,0.5018970789793663,0.22930117806783584,0.6075551863737348,0.584761645539082
0.21356201471829442,0.3553900734255747,0.18488981359613751,0.4825177943378194,0.5864696539318048,0.8876455645502936
0.0,0.05302583003045794,0.394358793650516,0.4161456179156028,0.7321479323757344,0.6438506777558141
0.01754858384723265,0.2011479224816991,0.19820207746128451,0.3568724184539055,0.5549859260397855,0.9503419828429
0.03914102767602996,0.2590423889925058,0.45597122954841685,0.3962573361777428,0.7357495149337486,0.766987990603355
0.04710222919359848,0.28492187212850345,0.3705541285557997,0.530940847183297,0.7970536143996714,0.7788333018068824
0.0,0.18901933068091176,0.4219609972024118,0.6528640828248231,0.7295202900083999,0.7372266093915495
0.2223083067095325,0.24344410117058415,0.29361170394102337,0.551318447386498,0.6883751023661502,0.7711961126077924
0.07411455996301684,0.0,0.5079464931657751,0.459349661178426,0.5612126659099251,0.9418531345148037
0.13525049683568796,0.17417515876661518,0.4841724664058851,0.5655904195170702,0.5753149033874636,0.5512191343464921
0.04296486335863195,0.2853508712554468,0.43835443030118876,0.4740909689781008,0.7849618905296667,0.9276965386088188
0.0,0.14177059657453206,0.3670482753136559,0.45053996308368555,0.7379349003905333,0.8338023481101708
0.1270057358391422,0.24589842215895977,0.43798572852951323,0.4045637331767016,0.6560980480622456,0.6792978352142784
0.0,0.28468725008026985,0.3093107432012651,0.34481711932482806,0.6182090454234109,0.6924687606950762
0.09313659539145315,0.20574507991422353,0.4655555659020712,0.4810076293440555,0.4574192126888623,0.9676393027208203
0.0,0.2570463770996571,0.5449480894323921,0.5358053489920132,0.5529147581315561,0.7054493120057269
0.29872759992308084,0.1437267434715388,0.4870610559979186,0.5103376329985111,0.8511419087139724,0.6846649489404041
0.19113627221747218,0.21933887203039534,0.30703975301925907,0.47840330720526414,0.5319544428997534,0.913731454236473
0.11057537912714804,0.30102161695892227,0.4161417317273103,0.4254253939303219,0.678947982122108,0.8338552876285915
0.22637066776546688,0.25569729609684344,0.2506858456241352,0.5808246191684969,0.7607443973195199,0.7062074423463601
