time_A_ms,time_B_ms,time_C_ms,time_D_ms,time_E_ms,time_F_ms
20.510509181808757,44.354082016787004,86.68237214496128,109.23017822729106,151.99726924572656,212.75118998626328
52.219816667088296,48.03431904215256,94.37504634817559,112.11214829327182,164.96875001013115,206.26521128359101
8.434858105196621,64.05547740344895,113.84971154842933,117.64602127407734,152.8879156856954,201.6116656151134
15.899605750079854,67.07838632907985,78.77351043359788,103.51573893714776,155.93457010964966,205.81057220949484
1.0,46.33781159581369,90.86687906528776,109.38817230675447,151.70581296367374,204.8477822368731
12.718767439030756,42.17635419717692,58.94205811156453,134.55141875180962,140.5099306539052,219.25725289780343
16.904074374734556,47.161193272166805,50.120656935304645,104.38945326653554,164.18754705323076,219.42478377225433
12.92263510405207,53.069362923481776,98.6716156367255,100.03191798257744,170.77949154774507,208.1633052851052
1.0,61.36955530304633,85.91659559527893,114.54962530699159,169.72325394114557,212.68704308844391
13.09542656988176,48.06344788491227,103.67769034697633,134.97933253764768,174.29887878952852,207.71093828637163
31.93293908076455,57.2832944703473,65.39895666545377,121.04617288004665,166.86510315022304,193.0824540194807
16.72953646771791,72.57539598406412,93.79853209293128,117.03128382826573,154.00911752674645,211.3484701236971
24.429807836077615,53.719644183971766,114.0322676081578,124.6653819627341,174.59495796646783,179.08257396711107
6.444820449810584,52.674792840071675,92.29558412535899,97.81438850710522,141.63723690237097,215.80837328443823
21.248503591355657,25.216337623648982,90.14872258386573,131.4205848066255,148.48992926231278,182.0821559035095
14.189017573247888,8.53904794756405,86.12834121236524,129.75152547105466,147.53699892865131,204.287049301921
1.0,53.82563593845252,62.43677814311132,117.86037288856419,178.20084088708967,187.32269062360763
14.777815071983117,46.57763653078692,106.33359403565522,139.08886767694625,176.14182771210113,208.3008347461164
1.0,40.278259876278874,76.83713540292402,107.08755851570442,169.30957855567493,199.49112161108135
1.0,51.65295306279517,93.56724884574525,140.91863489880353,178.07894797817696,176.07866062755002
12.839924609385612,47.093944062046376,62.554485401431194,126.31740498392877,148.8107582638202,206.31049446527717
14.45866410070186,64.91670375950848,68.3081050323833,118.9517111518274,167.2289267979147,191.33118834750934
1.0,49.29166302388467,107.52631098833353,123.70189546947533,160.12238357425252,213.21720081220053
25.809786567743142,36.796150723947484,80.79046566563235,122.39102851283587,174.7032315582737,200.0198853310161
18.580094174507096,62.852493584389336,107.79913214063816,142.30424344626576,160.27163651171705,205.93131478082057
1.0,44.743033875806965,84.82654011412224,107.84981308793479,156.2258566738488,185.6364656747718
1.0,55.898050255084605,58.371533405632135,112.56221141280102,170.11362777841484,191.16001652858958
7.82643131377853,40.83883940710799,99.3810139959758,139.5445433810872,175.1425375078685,193.12042045848372
3.3108442920825976,38.25259671753845,77.15161523366588,115.06697597224212,151.97482207729797,212.85053720363834
11.697106855795342,49.262523452785445,96.48033220275565,137.50799615997389,161.08386492971437,225.16065631708233
4.553250082666502,48.19242965315528,86.37816301310123,149.49153974513064,146.12339049537522,187.92242372385687
1.0,55.19740553050249,62.85322658085694,117.97307459587549,124.5290847376059,216.1527221698652
4.1747959254826235,43.97031370035386,88.46442148055854,134.22043489862958,165.00689447120592,167.45483873411447
5.415713333975305,20.45460324344404,118.94334713229199,106.69461577990212,171.1335803438195,182.08715898361567
19.50491537161088,41.50839174617417,93.39479687771689,135.32099947101713,165.9310021363009,185.61832315719838
1.0,59.907277007157234,85.13723370491806,126.9913597898015,132.7565742336845,179.71236965838915
35.180120100588496,43.5393588113534,102.13015102935347,131.09557423240324,156.73725854885288,176.2461741531863
1.0,44.30424896228178,89.16002697804666,114.31641891946907,128.72478359923377,206.19498368206698
29.667512467039366,62.795647588589055,89.14301345394192,99.08374876649242,182.54551661481278,196.7889845340821
6.635215436828428,37.32040159111616,69.62562241761346,131.54878097124256,145.70918126822872,205.69108096407663
22.89377308515334,24.857951726356504,89.50772038684397,93.04895271280819,180.83105414189845,210.3570902918227
11.197022260880996,45.59053320711759,101.53165124625417,119.23974261636198,176.1880446552622,203.984254897588
27.09333304038204,40.737390731268945,73.45906771849963,138.11772799629955,148.49114471195907,209.8664476422556
4.189570531707831,33.50630520370119,107.36743731870422,126.87846603809554,145.00822573098384,198.95701570636595
1.0,45.36932316151964,84.6244096378231,153.2251396718472,167.25555324579508,182.19509917541382
31.307564309065945,55.37258470870175,72.68345732692188,139.3766372887266,149.33513944225393,215.86721271231195
8.297790311767882,47.860671576482765,100.96448115380366,114.19152417511636,163.53726963237312,191.16331800828308
13.323377104363159,52.604716090293564,81.69808646392596,124.40970069777158,154.75758613789623,185.96605551856362
28.521278710671925,75.20111547773135,97.39272331229162,123.28943946183347,135.2826237830155,197.33123186293403
1.0,42.85681707663654,81.62362051612195,100.26734854980809,128.54297971313312,186.3078362105523
18.93236346458886,52.17522951967004,85.10260784705144,109.8940162527347,165.40026372741895,193.7385442701585
1.151578653056637,40.36179956101298,93.40340306501437,115.5885863953021,153.57663380504061,205.160808823452
8.017459665334423,35.304604201695405,90.36345586385009,93.45669245716095,153.70365274628801,205.2251260886919
11.084184480764334,39.22638519873345,56.067023293223926,124.71240202377464,172.43795758640678,186.53254900361557
1.0,40.81862142717467,69.18134389858412,120.2639223302044,179.60163414948667,192.68441940576884
1.0,53.39213696320688,99.94114977186223,98.90659148032638,157.91182917957286,216.11499507155366
30.266093386197088,83.23613680051136,84.01795116647679,130.06319297916,156.89101939635208,207.44600176600912
