distance_1,distance_2,distance_3,distance_4,distance_5,distance_6
0.0,3.028087650899879,26.45809287560694,42.42356460615508,30.57103780547498,51.54004951108671
1.5697512148241,21.99735470056895,24.365592171468222,26.96044152285897,45.86863115426184,43.48577618237627
1.9139387667601921,17.51571271110002,18.008938707442972,30.30120496176238,42.49398890160881,52.26033919129836
5.535287264961484,16.666036589496564,22.986069446665493,33.15803737084046,37.13272077983285,48.22012957807084
3.274265594309864,14.827018301498521,20.334547989920836,35.93203105997908,50.49367490677619,50.145952519677834
8.43966486025714,7.089912156537812,21.279680216478866,29.202268573552654,41.435082401961935,53.48987015065049
1.9350836436465526,11.581914302222817,21.127329246248745,17.8348485492863,35.81928214012402,43.8372984438986
4.714794165735292,18.208903873920065,18.10037212608878,38.795947470820124,45.28368710735229,46.577541346936016
10.919937215984447,8.743899851087487,13.21330705433005,35.802530597920715,42.99024108254631,52.28662140543383
6.7091260697748325,1.3411534187459324,19.659284758361167,23.285262347566675,42.972899927421096,60.49110737273374
4.699812291557177,12.86446996109537,23.966897259620794,28.96215604110222,38.87122197674205,49.30958832669259
1.990277790324115,13.291212229862307,16.25911477286255,39.84091214763663,43.25247861889017,52.95568058961966
1.8338430164251145,14.677817082073545,23.07841118235812,39.23898209228933,39.69120854889453,49.4651426507076
0.746933735240261,17.64259321757268,32.50134212155483,36.693200113394724,43.77970725822921,59.7112279737815
2.294965671085503,17.188029061156044,28.115282776261196,31.119437830200688,31.475277729946804,41.26389166517372
8.778329193721573,15.293849026219608,31.217707545602646,32.41493709406255,38.83063268510406,50.47310522334679
3.8905586435386565,19.977656940433548,24.95563938466363,31.345370974369366,49.610775489040975,41.8722798321897
0.0,6.405151095933427,28.83754911493223,37.64119891634419,37.1646627229985,37.467142147316416
13.840846465298917,16.522909072386952,19.380176347661063,27.62078796752445,37.98080851253407,51.48731026558908
6.599825955725815,17.132691816684712,19.77829866489008,27.971001725578976,38.76019330775012,50.6974889807373
0.0,7.802188569598802,9.304298969312637,37.05137293418008,34.92596932055678,48.57581531128899
2.790755363795881,6.485646956588053,28.930727370211493,31.778192722442192,29.95859611885874,49.469029549801235
5.554431914142089,10.270289367621993,30.70161989909943,38.89233677726904,39.847068007381935,65.49149717035628
