mse_1,mse_2,mse_3,mse_4,mse_5
0.05035315793140883,0.17571273780089178,0.2774441917658682,0.3254048776246898,0.47346337949042633
0.01698394302632765,0.17860287208570724,0.2372522103223151,0.25617236469790633,0.3732213938396447
0.08494142101012675,0.14689044915003446,0.243727286999855,0.3809855722983069,0.4878394339993491
0.07104864721946949,0.20621766799352514,0.2663939762079679,0.31823188055871854,0.4806234397006801
0.07460094239963996,0.133296138451003,0.2542946503146665,0.29051666704548196,0.3991658435711751
0.023698257866620984,0.17823029629468004,0.13903498136262324,0.3187827305143388,0.43779597631628997
0.0,0.09901678306539424,0.23851001847124031,0.3407737321172076,0.44803463561861845
0.1048576355876848,0.14882239245628812,0.20742967828698433,0.3197627667730894,0.44327516077991336
0.026058127199579794,0.14128228710485824,0.2587605709454256,0.23972169714504657,0.46669299832842676
0.0068612117978439705,0.1612653961020471,0.39926295013017055,0.3948533098443566,0.5215683390915592
0.08467394559569968,0.1315236535583321,0.2683740832737152,0.41374375206393615,0.5040883363836415
0.030399368004043522,0.14342637021641663,0.2343235156913801,0.3825760995669753,0.3843890403284297
0.1029968192023311,0.19130235857207534,0.2960900750988626,0.2931157164787592,0.48110349951530246
0.08085029747883488,0.12816178813808915,0.2741343943604606,0.33992542330262415,0.5164466659767705
0.08417846616002389,0.06967114496306605,0.27100472452259206,0.3496739342385271,0.46934042603446013
0.0,0.23747919521027105,0.28034252966078355,0.37993971947809557,0.5045490212592983
0.11059719926932003,0.21907270393452435,0.3528271782414771,0.3834170244359041,0.5506135222850382
0.06306252656169281,0.08538686524471908,0.1934555782337042,0.31329131006107525,0.5011854773053491
0.03153614303768984,0.18448539026225974,0.2736816038405727,0.35409977782067803,0.46246542978208643
0.05716942336711256,0.12485126147243286,0.20368094350092308,0.3728640202307621,0.5022544237042377
0.0,0.163174360766553,0.27777563231711244,0.4227911161073384,0.4572443916548446
0.07043264057403355,0.16471120645067472,0.2040656744256953,0.3852253269912362,0.45119515216424777
0.0,0.13827960998418393,0.22913165931974577,0.389452834368776,0.43242928821431337
0.0,0.11081171672068019,0.23524550428810467,0.3541913313964681,0.5281706679416054
0.0,0.11547294738418705,0.29879083596723544,0.42052295726017525,0.40907856670289994
0.10563441874949626,0.1041904042259379,0.2959227221971207,0.3704881397979749,0.5266183862339058
