model_A,model_B,model_C,model_D,model_E
0.7439068555890169,55.35795656053769,0.5074837267578375,47.05259701023334,0.4477208521350183
0.4755133226107272,42.93727677999294,0.4462882954761266,59.88200938854161,0.272044958836057
0.6489301386490235,66.29178119874999,0.47496843201379063,53.2435451126568,0.4076994520427125
0.8140863215610746,70.31637558951577,0.6010373699725284,46.611564599357116,0.5157340466746174
0.9043025801848988,59.78365113429196,0.5349536952597161,53.60022942441034,0.46227173745004385
0.7290246565667032,64.85886967256792,0.45704924411179815,42.05844228815202,0.5024381670117561
0.6073532981758882,58.74269544749553,0.5988500786261194,38.25698577895145,0.49208484436478084
0.6039871261351717,69.40545365874436,0.606687234507579,54.10863115598349,0.32757172570901205
0.7144907969330904,63.29461935125199,0.5062942513955374,37.55671551210496,0.4398330173807854
0.7280963321165098,42.1433664419644,0.5537916520918059,52.42372591641568,0.20750831040581896
0.8857928760058249,71.3998081809282,0.5920501883076974,46.307475830874985,0.31130635820557484
0.7970804852537202,58.104572054168464,0.5826103130983397,22.70558348877424,0.5192654888284051
0.708410648788849,49.29620528791595,0.5440614086965532,40.256175495370606,0.3414963197573779
0.6664792746740581,57.61066027655997,0.6832586118225296,49.348381950246214,0.19319981133292558
1.0,42.9793035145356,0.5982680813015185,41.939993360915075,0.5813698917331357
0.7626594799995895,49.501106887609566,0.49493209835022667,20.532678882378146,0.43622502831697196
0.6331248286422455,63.42949610115389,0.4955330932301094,59.2075012782616,0.456447822030579
0.6775377076408522,64.26711686340566,0.48419136498633253,47.693750512716115,0.28195304650781017
0.6122545259996899,65.06438834255168,0.603212094722781,50.43739291269806,0.408405657052987
0.45954504741496094,62.03209867763498,0.47772524399980926,41.267238478217564,0.4057574970889194
0.7312650991207322,55.07134876527988,0.4975100910797193,51.31489688146658,0.2978515143376324
0.8782454216557314,61.45540860539435,0.6458022388115812,64.34820144586703,0.3630180314476841
0.5369442797752695,57.627925530521146,0.5591631962067388,38.64927016372642,0.22995322872169816
0.7055262595879017,45.74218401924816,0.6598532627121186,62.67012705357071,0.3453290467123998
0.6293095220862402,54.27585008989412,0.6198059873352342,49.985640658920076,0.4773846257259819
0.7521502525569852,70.89541231169025,0.4223328170929936,37.305672519631365,0.30531517410079145
0.6827669843275433,77.88294152054944,0.5297866941759298,68.12390637591008,0.5707297836426553
0.5639945345582398,68.51275044118688,0.6389949039968541,49.916402398889325,0.23639084874649427
0.6018896286050264,77.43697760992414,0.4177823934848987,52.76478668773041,0.35398246502044056
0.6169699468015792,62.85388610134958,0.5819710820358676,43.30647895273242,0.31435700363858743
0.8344318207987207,79.42376084702539,0.5360763526301255,38.03673354670482,0.361981916862713
0.829325927693015,82.5448844032858,0.3645211257877612,47.67813244675789,0.5171474782140922
0.6688652112887302,44.66530501963812,0.5519659304518932,61.814637234833285,0.2815544503535903
0.8227803433451346,64.21493307132833,0.4562531983873466,42.903401878143114,0.33487294690704694
